newData1,newData2,newData3,newData4,newData5,newData6
1,6148,4,-1.53800679353808e-09,0,0
1,6149,4,-3.399178531334e-08,0,0
1,6150,4,-3.39917853090565e-08,0,0
1,6151,4,3.14382719395502e-10,0,0
1,6152,4,5.03412119514239e-09,0,0
1,6153,4,-1.53800679354774e-09,0,0
1,6154,4,-3.39917853209657e-08,0,0
1,6155,4,5.03412089374859e-09,0,0
1,6156,4,3.14382715767026e-10,0,0
1,6157,4,3.14382716255438e-10,0,0
1,6158,4,-3.39917853123976e-08,0,0
1,6159,4,3.14382781418105e-10,0,0
1,6160,4,5.03412089916569e-09,0,0
1,6161,4,5.03412091358334e-09,0,0
1,6162,4,5.03412097525179e-09,0,0
1,6163,4,3.1438271387535e-10,0,0
1,6164,4,3.14382717734092e-10,0,0
1,6165,4,3.14382713230613e-10,0,0
1,6166,4,1.87582644593585e-09,0,0
1,6167,4,3.14382713072534e-10,0,0
1,6168,4,3.1438271315083e-10,0,0
1,6169,4,5.03412102647947e-09,0,0
1,6170,4,5.03412088370376e-09,0,0
1,6171,4,5.03412089922057e-09,0,0
1,6172,4,-3.39917853322216e-08,0,0
1,6173,4,5.03412118133905e-09,0,0
1,6174,4,3.14382713275567e-10,0,0
1,6175,4,-1.53800679789118e-09,0,0
1,6176,4,5.03412090137828e-09,0,0
1,6177,4,5.03412092365883e-09,0,0
1,6178,4,3.14382717781046e-10,0,0
1,6179,4,5.03412228730777e-09,0,0
1,6180,4,5.0341208945337e-09,0,0
1,6181,4,3.14382713925776e-10,0,0
1,6182,4,5.0341209078824e-09,0,0
1,6183,4,5.03412095443167e-09,0,0
1,6184,4,5.03412088955901e-09,0,0
1,6185,4,3.14382713259919e-10,0,0
1,6186,4,5.03412088322379e-09,0,0
1,6187,4,5.03412096918431e-09,0,0
1,6188,4,3.14382770288959e-10,0,0
1,6189,4,3.14382713558648e-10,0,0
1,6190,4,5.03412119807788e-09,0,0
1,6191,4,5.03412090003235e-09,0,0
1,6192,4,3.1438271307692e-10,0,0
1,6193,4,5.03412088663099e-09,0,0
1,6194,4,5.03412100963952e-09,0,0
1,6195,4,5.03412092128351e-09,0,0
1,6196,4,5.03412102981734e-09,0,0
1,6197,4,1.00682425998129e-08,0,0
1,6198,4,5.03412088408042e-09,0,0
1,6199,4,-3.39917853078554e-08,0,0
1,6200,4,5.03412088292855e-09,0,0
1,6201,4,5.03412089629109e-09,0,0
1,6202,4,5.03412088971549e-09,0,0
1,6203,4,5.03412089262661e-09,0,0
1,6204,4,5.03412228672118e-09,0,0
1,6205,4,5.03412088342778e-09,0,0
1,6206,4,5.03412088331577e-09,0,0
1,6207,4,5.03412093482782e-09,0,0
1,6208,4,3.14382713444241e-10,0,0
1,6209,4,5.03412090995052e-09,0,0
1,6210,4,1.00682420642367e-08,0,0
1,6211,4,5.0341209040304e-09,0,0
1,6212,4,5.03412180247723e-09,0,0
1,6213,4,-3.3991785404687e-08,0,0
1,6214,4,5.03412107805469e-09,0,0
1,6215,4,5.03412205698179e-09,0,0
1,6216,4,5.34850364711965e-09,0,0
1,6217,4,5.03412102657549e-09,0,0
1,6218,4,3.14382713221634e-10,0,0
1,6219,4,5.0341208862366e-09,0,0
1,6220,4,5.03412088350937e-09,0,0
1,6221,4,5.03412180065075e-09,0,0
1,6222,4,-3.39917852819204e-08,0,0
1,6223,4,5.03412087942451e-09,0,0
1,6224,4,5.03412089314204e-09,0,0
1,6225,4,5.03412088260558e-09,0,0
1,6226,4,5.03412110471585e-09,0,0
1,6227,4,-3.39917849980965e-08,0,0
1,6228,4,5.03412088964861e-09,0,0
1,6229,4,5.03412088585971e-09,0,0
1,6230,4,5.0341220570108e-09,0,0
1,6231,4,5.03412088982204e-09,0,0
1,6232,4,-3.39917853117727e-08,0,0
1,6233,4,3.14382714094885e-10,0,0
1,6234,4,1.00682429402212e-08,0,0
1,6235,4,-3.3991785314956e-08,0,0
1,6236,4,3.14382726709498e-10,0,0
1,6237,4,5.03412088449185e-09,0,0
1,6238,4,3.14382720212931e-10,0,0
1,6239,4,-3.39917853137684e-08,0,0
1,6240,4,1.00682430228977e-08,0,0
1,6241,4,5.03412090037585e-09,0,0
1,6242,4,-2.89576630418694e-08,0,0
1,6243,4,5.03412089421494e-09,0,0
1,6244,4,1.00682417717556e-08,0,0
1,6245,4,5.03412088246439e-09,0,0
1,6246,4,3.14382713077297e-10,0,0
1,6247,4,1.00682418534557e-08,0,0
1,6248,4,5.03412094126097e-09,0,0
1,6249,4,5.03412089909072e-09,0,0
1,6250,4,-3.36774025297311e-08,0,0
1,6251,4,5.03412089773828e-09,0,0
1,6252,4,3.14382713081664e-10,0,0
1,6253,4,5.03412099004569e-09,0,0
1,6254,4,-3.15829394483873e-09,0,0
1,6255,4,3.1438278142603e-10,0,0
1,6256,4,-2.89576643052716e-08,0,0
1,6257,4,5.0341209101e-09,0,0
1,6258,4,5.03412228672131e-09,0,0
1,6259,4,5.03412088946221e-09,0,0
1,6260,4,5.03412088324691e-09,0,0
1,6261,4,5.0341209782669e-09,0,0
1,6262,4,5.03412118296746e-09,0,0
1,6263,4,3.14382713382118e-10,0,0
1,6264,4,3.1438271307887e-10,0,0
1,6265,4,3.14382712906849e-10,0,0
1,6266,4,5.03412105109852e-09,0,0
1,6267,4,-3.39917853437069e-08,0,0
1,6268,4,5.03412088593249e-09,0,0
1,6269,4,-3.39917853135947e-08,0,0
1,6270,4,5.03412089538891e-09,0,0
1,6271,4,5.03412088263645e-09,0,0
1,6272,4,5.03412098813938e-09,0,0
1,6273,4,5.0341211932048e-09,0,0
1,6274,4,5.03412180091597e-09,0,0
1,6275,4,5.03412098158218e-09,0,0
1,6276,4,1.00682418702719e-08,0,0
1,6277,4,3.14382713286229e-10,0,0
1,6278,4,1.03826245202054e-08,0,0
1,6279,4,5.03412090402713e-09,0,0
1,6280,4,3.14382713911061e-10,0,0
1,6281,4,5.03412088270008e-09,0,0
1,6282,4,5.03412095609389e-09,0,0
1,6283,4,-2.89576644475303e-08,0,0
1,6284,4,5.03412097910864e-09,0,0
1,6285,4,5.03412090125837e-09,0,0
1,6286,4,3.14382714829723e-10,0,0
1,6287,4,3.14382713960821e-10,0,0
1,6288,4,5.03412111110477e-09,0,0
1,6289,4,-6.79835706439638e-08,0,0
1,6290,4,5.03412090795985e-09,0,0
1,6291,4,5.03412119322264e-09,0,0
1,6292,4,5.03412094750776e-09,0,0
1,6293,4,-3.39917854045965e-08,0,0
1,6294,4,3.14382713139497e-10,0,0
1,6295,4,3.14382781286431e-10,0,0
1,6296,4,-3.39917853138595e-08,0,0
1,6297,4,3.14382725807321e-10,0,0
1,6298,4,5.03412089036352e-09,0,0
1,6299,4,5.03412091014412e-09,0,0
1,6300,4,-1.53800679373094e-09,0,0
1,6301,4,5.03412089452469e-09,0,0
1,6302,4,5.03412102163407e-09,0,0
1,6303,4,5.03412088084235e-09,0,0
1,6304,4,5.03412097580553e-09,0,0
1,6305,4,5.03412093614537e-09,0,0
1,6306,4,5.03412104969773e-09,0,0
1,6307,4,5.03412088423891e-09,0,0
1,6308,4,5.0341213432404e-09,0,0
1,6309,4,-3.39917852936549e-08,0,0
1,6310,4,5.03412088310765e-09,0,0
1,6311,4,5.03412088553737e-09,0,0
1,6312,4,-3.39917853160582e-08,0,0
1,6313,4,5.03412088360133e-09,0,0
1,6314,4,5.34850389725046e-09,0,0
1,6315,4,5.03412180161896e-09,0,0
1,6316,4,5.34850359634728e-09,0,0
1,6317,4,5.03412088271415e-09,0,0
1,6318,4,-2.8014516088643e-08,0,0
1,6319,4,-4.37222065307256e-08,0,0
1,6320,4,5.03412089735331e-09,0,0
1,6321,4,1.00682420472061e-08,0,0
1,6322,4,5.03412088653164e-09,0,0
1,6323,4,5.03412088605501e-09,0,0
1,6324,4,5.034120886554e-09,0,0
1,6325,4,3.14382713217853e-10,0,0
1,6326,4,5.03412097473394e-09,0,0
1,6327,4,5.03412103277244e-09,0,0
1,6328,4,5.03412091052001e-09,0,0
1,6329,4,5.03412228738621e-09,0,0
1,6330,4,5.03412090693095e-09,0,0
1,6331,4,5.03412090393942e-09,0,0
1,6332,4,5.03412228820146e-09,0,0
1,6333,4,5.03412088614697e-09,0,0
1,6334,4,5.03412088808514e-09,0,0
1,6335,4,5.0341210099268e-09,0,0
1,6336,4,-3.39917852858125e-08,0,0
1,6337,4,5.03412089567912e-09,0,0
1,6338,4,5.03412097908603e-09,0,0
1,6339,4,-3.39917853141017e-08,0,0
1,6340,4,5.0341220570108e-09,0,0
1,6341,4,5.03412118186439e-09,0,0
1,6342,4,6.28765426334816e-10,0,0
1,6343,4,5.03412088225408e-09,0,0
1,6344,4,-3.39917853126286e-08,0,0
1,6345,4,5.03412205688295e-09,0,0
1,6346,4,3.14382712967788e-10,0,0
1,6347,4,5.03412088263816e-09,0,0
1,6348,4,3.14382714101445e-10,0,0
1,6349,4,3.14382713094785e-10,0,0
1,6350,4,5.03412097505931e-09,0,0
1,6351,4,5.03412088230118e-09,0,0
1,6352,4,-1.53800679355288e-09,0,0
1,6353,4,-3.39917851136202e-08,0,0
1,6354,4,5.03412228928251e-09,0,0
1,6355,4,-3.39917853137603e-08,0,0
1,6356,4,5.03412087977791e-09,0,0
1,6357,4,5.03412090594784e-09,0,0
1,6358,4,-3.39917853035355e-08,0,0
1,6359,4,5.03412088311062e-09,0,0
1,6360,4,5.03412096462364e-09,0,0
1,6361,4,5.03412088293339e-09,0,0
1,6362,4,3.14382715101854e-10,0,0
1,6363,4,5.03412094775707e-09,0,0
1,6364,4,3.14382712902948e-10,0,0
1,6365,4,5.0341208827317e-09,0,0
1,6366,4,1.51023642187951e-08,0,0
1,6367,4,5.03412100321603e-09,0,0
1,6368,4,5.03412098222263e-09,0,0
1,6369,4,-3.39917853069443e-08,0,0
1,6370,4,-3.39917853117728e-08,0,0
1,6371,4,-3.39917853737334e-08,0,0
1,6372,4,5.34850359935325e-09,0,0
1,6373,4,5.34850359701575e-09,0,0
1,6374,4,5.03412088258005e-09,0,0
1,6375,4,5.03412228875352e-09,0,0
1,6376,4,5.03412092421614e-09,0,0
1,6377,4,5.03412088321895e-09,0,0
1,6378,4,-3.39917853143881e-08,0,0
1,6379,4,5.03412088566001e-09,0,0
1,6380,4,5.03412098323265e-09,0,0
1,6381,4,5.03412088654802e-09,0,0
1,6382,4,5.34850359718326e-09,0,0
1,6383,4,5.03412095446995e-09,0,0
1,6384,4,5.03412088897966e-09,0,0
1,6385,4,-3.39917853117727e-08,0,0
1,6386,4,1.00682417910886e-08,0,0
1,6387,4,5.0341208896348e-09,0,0
1,6388,4,5.03412098507168e-09,0,0
1,6389,4,5.03412088558792e-09,0,0
1,6390,4,5.03412088301242e-09,0,0
1,6391,4,5.03412106822762e-09,0,0
1,6392,4,3.14382781322245e-10,0,0
1,6393,4,5.03412100214153e-09,0,0
1,6394,4,5.0341209249376e-09,0,0
1,6395,4,5.03412098923528e-09,0,0
1,6396,4,5.03412090366207e-09,0,0
1,6397,4,5.03412088399338e-09,0,0
1,6398,4,5.03412090025771e-09,0,0
1,6399,4,5.03412088624378e-09,0,0
1,6400,4,5.03412088283176e-09,0,0
1,6401,4,5.03412088255863e-09,0,0
1,6402,4,5.03412088564053e-09,0,0
1,6403,4,5.03412088321893e-09,0,0
1,6404,4,3.14382713242883e-10,0,0
1,6405,4,3.14382716601579e-10,0,0
1,6406,4,5.03412104993213e-09,0,0
1,6407,4,5.6628863127631e-09,0,0
1,6408,4,5.03412088284966e-09,0,0
1,6409,4,5.03412088330791e-09,0,0
1,6410,4,5.03412089979988e-09,0,0
1,6411,4,6.59556470056002e-09,0,0
1,6412,4,3.14382713083792e-10,0,0
1,6413,4,5.03412090662215e-09,0,0
1,6414,4,5.03412119560479e-09,0,0
1,6415,4,5.03412095583476e-09,0,0
1,6416,4,5.03412088642767e-09,0,0
1,6417,4,-2.89576644261127e-08,0,0
1,6418,4,3.14382713198631e-10,0,0
1,6419,4,5.03412180375345e-09,0,0
1,6420,4,5.03412089505386e-09,0,0
1,6421,4,3.14382713194066e-10,0,0
1,6422,4,5.03412092293634e-09,0,0
1,6423,4,5.03412089154348e-09,0,0
1,6424,4,3.14382713257597e-10,0,0
1,6425,4,5.03412103276277e-09,0,0
1,6426,4,-3.39917853416705e-08,0,0
1,6427,4,5.03412088506128e-09,0,0
1,6428,4,3.14382714015936e-10,0,0
1,6429,4,5.03412097831116e-09,0,0
1,6430,4,5.03412097738144e-09,0,0
1,6431,4,5.03412088730199e-09,0,0
1,6432,4,-1.53800679492042e-09,0,0
1,6433,4,5.03412096959835e-09,0,0
1,6434,4,5.0341209050904e-09,0,0
1,6435,4,-3.39917853496451e-08,0,0
1,6436,4,3.14382713133918e-10,0,0
1,6437,4,-3.39917854037462e-08,0,0
1,6438,4,-3.39917853071226e-08,0,0
1,6439,4,-3.39917853139538e-08,0,0
1,6440,4,-3.39917853135947e-08,0,0
1,6441,4,5.03412092882445e-09,0,0
1,6442,4,-3.39917853741243e-08,0,0
1,6443,4,5.03412205691402e-09,0,0
1,6444,4,5.03412091492727e-09,0,0
1,6445,4,3.14382713079104e-10,0,0
1,6446,4,3.14382713077221e-10,0,0
1,6447,4,5.03412095390668e-09,0,0
1,6448,4,5.03412088663099e-09,0,0
1,6449,4,5.03412088700368e-09,0,0
1,6450,4,3.14382713100295e-10,0,0
1,6451,4,5.03412088293339e-09,0,0
1,6452,4,5.0341209492469e-09,0,0
1,6453,4,5.03412091912066e-09,0,0
1,6454,4,3.1438271320586e-10,0,0
1,6455,4,5.03412094761069e-09,0,0
1,6456,4,5.03412088428379e-09,0,0
1,6457,4,-2.89576644143011e-08,0,0
1,6458,4,5.03412089666629e-09,0,0
1,6459,4,5.03412087942457e-09,0,0
1,6460,4,5.03412090134873e-09,0,0
1,6461,4,5.0341210782531e-09,0,0
1,6462,4,-3.39917853137716e-08,0,0
1,6463,4,3.14382716498142e-10,0,0
1,6464,4,5.03412088701336e-09,0,0
1,6465,4,-3.39917853141121e-08,0,0
1,6466,4,5.03412097176272e-09,0,0
1,6467,4,5.03412119572733e-09,0,0
1,6468,4,5.03412099578975e-09,0,0
1,6469,4,-3.39917852237595e-08,0,0
1,6470,4,3.14382715267337e-10,0,0
1,6471,4,5.03412088448225e-09,0,0
1,6472,4,5.03412095980159e-09,0,0
1,6473,4,5.03412097017016e-09,0,0
1,6474,4,5.34850404066813e-09,0,0
1,6475,4,-3.3991785404062e-08,0,0
1,6476,4,5.03412090043032e-09,0,0
1,6477,4,1.00682423068404e-08,0,0
1,6478,4,-3.39917853137795e-08,0,0
1,6479,4,5.03412088336446e-09,0,0
1,6480,4,5.03412088293166e-09,0,0
1,6481,4,-3.39917853138172e-08,0,0
1,6482,4,5.03412097806377e-09,0,0
1,6483,4,1.00682419524878e-08,0,0
1,6484,4,5.03412088283175e-09,0,0
1,6485,4,3.14382724854833e-10,0,0
1,6486,4,3.14382713105348e-10,0,0
1,6487,4,-3.39917853496565e-08,0,0
1,6488,4,1.00682418588105e-08,0,0
1,6489,4,5.34850502247846e-09,0,0
1,6490,4,5.03412088264296e-09,0,0
1,6491,4,5.03412088955598e-09,0,0
1,6492,4,3.14382714565709e-10,0,0
1,6493,4,-3.39917853053119e-08,0,0
1,6494,4,2.04508663897267e-08,0,0
1,6495,4,3.14382713883423e-10,0,0
1,6496,4,5.03412090175348e-09,0,0
1,6497,4,-5.79153284992068e-08,0,0
1,6498,4,3.14382728287809e-10,0,0
1,6499,4,5.03412090334932e-09,0,0
1,6500,4,1.51023635612497e-08,0,0
1,6501,4,5.03412230405044e-09,0,0
1,6502,4,-3.39917851441354e-08,0,0
1,6503,4,3.1438272118416e-10,0,0
1,6504,4,5.03412109036787e-09,0,0
1,6505,4,5.03412091147836e-09,0,0
1,6506,4,5.03412228719899e-09,0,0
1,6507,4,3.1438278127068e-10,0,0
1,6508,4,5.03412089725427e-09,0,0
1,6509,4,5.03412091191836e-09,0,0
1,6510,4,5.03412094605666e-09,0,0
1,6511,4,5.03412090299912e-09,0,0
1,6512,4,5.03412180457445e-09,0,0
1,6513,4,5.03412098231485e-09,0,0
1,6514,4,5.03412205683339e-09,0,0
1,6515,4,5.34850367593021e-09,0,0
1,6516,4,5.03412091967883e-09,0,0
1,6517,4,3.14382727616674e-10,0,0
1,6518,4,3.14382713086784e-10,0,0
1,6519,4,5.0341208794257e-09,0,0
1,6520,4,3.14382713066975e-10,0,0
1,6521,4,3.14382713125373e-10,0,0
1,6522,4,-3.39917851440619e-08,0,0
1,6523,4,-3.39917853138362e-08,0,0
1,6524,4,3.1438271363412e-10,0,0
1,6525,4,5.03412088560645e-09,0,0
1,6526,4,5.03412090441545e-09,0,0
1,6527,4,-2.89576641168219e-08,0,0
1,6528,4,-3.39917853135252e-08,0,0
1,6529,4,5.03412088830083e-09,0,0
1,6530,4,5.034122288851e-09,0,0
1,6531,4,-3.399178530027e-08,0,0
1,6532,4,-1.53800679383052e-09,0,0
1,6533,4,5.034120882643e-09,0,0
1,6534,4,3.14382713710135e-10,0,0
1,6535,4,5.34850360638545e-09,0,0
1,6536,4,5.03412089713991e-09,0,0
1,6537,4,1.00682417734538e-08,0,0
1,6538,4,-1.53800679314382e-09,0,0
1,6539,4,5.34850360957683e-09,0,0
1,6540,4,-3.39917853138172e-08,0,0
1,6541,4,3.14382717788221e-10,0,0
1,6542,4,-3.39917853324031e-08,0,0
1,6543,4,3.14382735437021e-10,0,0
1,6544,4,-1.5380067935422e-09,0,0
1,6545,4,5.03412205691402e-09,0,0
1,6546,4,5.03412091230039e-09,0,0
1,6547,4,-3.39917853118758e-08,0,0
1,6548,4,5.03412091002306e-09,0,0
1,6549,4,5.03412089711091e-09,0,0
1,6550,4,-3.39917853139083e-08,0,0
1,6551,4,-3.39917853199691e-08,0,0
1,6552,4,-3.39917849980475e-08,0,0
1,6553,4,5.03412089193371e-09,0,0
1,6554,4,-3.39917853140449e-08,0,0
1,6555,4,5.03412095794124e-09,0,0
1,6556,4,-3.39917853138172e-08,0,0
1,6557,4,3.14382713072243e-10,0,0
1,6558,4,5.03412088678798e-09,0,0
1,6559,4,3.14382713080277e-10,0,0
1,6560,4,5.03412118141061e-09,0,0
1,6561,4,5.03412088312215e-09,0,0
1,6562,4,3.14382713386054e-10,0,0
1,6563,4,5.03412090321193e-09,0,0
1,6564,4,1.00682425844652e-08,0,0
1,6565,4,1.51023650237836e-08,0,0
1,6566,4,3.14382713089891e-10,0,0
1,6567,4,3.46339148379055e-08,0,0
1,6568,4,-1.53800679353552e-09,0,0
1,6569,4,5.03412089195265e-09,0,0
1,6570,4,1.00682420773821e-08,0,0
1,6571,4,5.03412170275371e-09,0,0
1,6572,4,-2.89576630233498e-08,0,0
1,6573,4,5.03412088679566e-09,0,0
1,6574,4,5.03412088360617e-09,0,0
1,6575,4,5.03412180123657e-09,0,0
1,6576,4,5.03412228701171e-09,0,0
1,6577,4,5.03412095390668e-09,0,0
1,6578,4,3.14382716583325e-10,0,0
1,6579,4,5.03412205689467e-09,0,0
1,6580,4,5.03412089989188e-09,0,0
1,6581,4,5.03412088282086e-09,0,0
1,6582,4,5.0341222883359e-09,0,0
1,6583,4,-3.39917853421117e-08,0,0
1,6584,4,5.03412088766196e-09,0,0
1,6585,4,5.03412107754522e-09,0,0
1,6586,4,5.03412102642752e-09,0,0
1,6587,4,5.03412088664984e-09,0,0
1,6588,4,3.14382713274907e-10,0,0
1,6589,4,5.03412095482077e-09,0,0
1,6590,4,5.03412088588097e-09,0,0
1,6591,4,5.03412088319952e-09,0,0
1,6592,4,-2.8328898927189e-08,0,0
1,6593,4,5.03412088282695e-09,0,0
1,6594,4,5.03412133473419e-09,0,0
1,6595,4,5.0341208834174e-09,0,0
1,6596,4,-8.12101068384014e-08,0,0
1,6597,4,3.14382713452026e-10,0,0
1,6598,4,5.0341209117918e-09,0,0
1,6599,4,5.03412089665411e-09,0,0
1,6600,4,5.03412092053492e-09,0,0
1,6601,4,1.00682418818403e-08,0,0
1,6602,4,5.03412229574602e-09,0,0
1,6603,4,5.03412089085853e-09,0,0
1,6604,4,5.03412088290921e-09,0,0
1,6605,4,-2.89576644927306e-08,0,0
1,6606,4,5.03412088354626e-09,0,0
1,6607,4,5.03412090018228e-09,0,0
1,6608,4,5.03412088316819e-09,0,0
1,6609,4,5.03412088257195e-09,0,0
1,6610,4,5.03412089612312e-09,0,0
1,6611,4,5.03412088378526e-09,0,0
1,6612,4,3.14382713432411e-10,0,0
1,6613,4,5.03412101480517e-09,0,0
1,6614,4,5.03412088946221e-09,0,0
1,6615,4,3.14382713149969e-10,0,0
1,6616,4,5.03412090446552e-09,0,0
1,6617,4,5.0341208830302e-09,0,0
1,6618,4,-2.89576644333301e-08,0,0
1,6619,4,5.03412088280139e-09,0,0
1,6620,4,5.34850366311892e-09,0,0
1,6621,4,5.03412093714748e-09,0,0
1,6622,4,1.0068241850745e-08,0,0
1,6623,4,3.14382717643546e-10,0,0
1,6624,4,3.14382713063996e-10,0,0
1,6625,4,5.03412090602004e-09,0,0
1,6626,4,5.034120883222e-09,0,0
1,6627,4,5.03412090340555e-09,0,0
1,6628,4,5.03412092949134e-09,0,0
1,6629,4,3.1438271310226e-10,0,0
1,6630,4,5.03412104739945e-09,0,0
1,6631,4,1.00682419290958e-08,0,0
1,6632,4,5.03412100211188e-09,0,0
1,6633,4,5.03412090850244e-09,0,0
1,6634,4,3.14382713165495e-10,0,0
1,6635,4,5.03412092740634e-09,0,0
1,6636,4,5.03412100350645e-09,0,0
1,6637,4,5.03412088326517e-09,0,0
1,6638,4,-3.39917854037727e-08,0,0
1,6639,4,-3.39917853189488e-08,0,0
1,6640,4,5.03412092002934e-09,0,0
1,6641,4,5.34850359828209e-09,0,0
1,6642,4,5.03412132589853e-09,0,0
1,6643,4,-3.39917853137749e-08,0,0
1,6644,4,1.00682427209865e-08,0,0
1,6645,4,5.0341208761045e-09,0,0
1,6646,4,-2.8957664446737e-08,0,0
1,6647,4,-3.39917853158128e-08,0,0
1,6648,4,5.03412091058476e-09,0,0
1,6649,4,3.14382713076976e-10,0,0
1,6650,4,5.0341210030902e-09,0,0
1,6651,4,5.03412107738676e-09,0,0
1,6652,4,5.03412093723061e-09,0,0
1,6653,4,5.03412097466693e-09,0,0
1,6654,4,5.03412097486458e-09,0,0
1,6655,4,5.03412127468671e-09,0,0
1,6656,4,5.03412088929351e-09,0,0
1,6657,4,5.03412088263816e-09,0,0
1,6658,4,5.03412180045885e-09,0,0
1,6659,4,5.03412207453358e-09,0,0
1,6660,4,5.03412088678866e-09,0,0
1,6661,4,5.03412132559968e-09,0,0
1,6662,4,5.03412097472083e-09,0,0
1,6663,4,-2.89576644369202e-08,0,0
1,6664,4,5.03412088283176e-09,0,0
1,6665,4,5.03412100949695e-09,0,0
1,6666,4,5.03412088323783e-09,0,0
1,6667,4,-3.39917853139611e-08,0,0
1,6668,4,-6.79835706288651e-08,0,0
1,6669,4,1.00682431738729e-08,0,0
1,6670,4,3.143827133132e-10,0,0
1,6671,4,5.03412088696961e-09,0,0
1,6672,4,5.03412089705584e-09,0,0
1,6673,4,5.03412100847853e-09,0,0
1,6674,4,5.03412088756815e-09,0,0
1,6675,4,5.03412088331596e-09,0,0
1,6676,4,3.14382715994001e-10,0,0
1,6677,4,-6.73548051266134e-08,0,0
1,6678,4,5.03412090320669e-09,0,0
1,6679,4,5.03412114371573e-09,0,0
1,6680,4,5.03412101158588e-09,0,0
1,6681,4,-4.75327042403796e-08,0,0
1,6682,4,5.03412088966062e-09,0,0
1,6683,4,5.03412092006079e-09,0,0
1,6684,4,3.14382712918751e-10,0,0
1,6685,4,-3.39917853137716e-08,0,0
1,6686,4,-2.89576632576769e-08,0,0
1,6687,4,1.00682426539451e-08,0,0
1,6688,4,1.00682420259048e-08,0,0
1,6689,4,5.034122056885e-09,0,0
1,6690,4,5.03412088006798e-09,0,0
1,6691,4,5.03412170512319e-09,0,0
1,6692,4,3.14382713737272e-10,0,0
1,6693,4,5.0341208839433e-09,0,0
1,6694,4,5.03412133295091e-09,0,0
1,6695,4,5.03412093455118e-09,0,0
1,6696,4,5.03412092328362e-09,0,0
1,6697,4,5.03412087961818e-09,0,0
1,6698,4,3.14382713317649e-10,0,0
1,6699,4,5.34850398947377e-09,0,0
1,6700,4,5.03412088475509e-09,0,0
1,6701,4,5.03412088271255e-09,0,0
1,6702,4,3.14382714574578e-10,0,0
1,6703,4,3.14382770522134e-10,0,0
1,6704,4,5.03412089271301e-09,0,0
1,6705,4,5.0341209611148e-09,0,0
1,6706,4,5.03412088263816e-09,0,0
1,6707,4,5.03412088605497e-09,0,0
1,6708,4,5.03412088654798e-09,0,0
1,6709,4,3.14382713125662e-10,0,0
1,6710,4,5.03412095540158e-09,0,0
1,6711,4,3.14382714259969e-10,0,0
1,6712,4,3.14382714095753e-10,0,0
1,6713,4,5.03412093760179e-09,0,0
1,6714,4,5.03412088739089e-09,0,0
1,6715,4,5.34850359743515e-09,0,0
1,6716,4,5.03412090710314e-09,0,0
1,6717,4,5.03412088064731e-09,0,0
1,6718,4,3.14382713131646e-10,0,0
1,6719,4,5.03412088414645e-09,0,0
1,6720,4,5.0341208978192e-09,0,0
1,6721,4,5.03412087931947e-09,0,0
1,6722,4,5.03412100576653e-09,0,0
1,6723,4,3.14382718963432e-10,0,0
1,6724,4,5.03412091344782e-09,0,0
1,6725,4,5.03412088273012e-09,0,0
1,6726,4,3.14382781380065e-10,0,0
1,6727,4,5.03412097814462e-09,0,0
1,6728,4,-3.39917852455278e-08,0,0
1,6729,4,3.1438271445557e-10,0,0
1,6730,4,-2.89576644289485e-08,0,0
1,6731,4,5.03412119378075e-09,0,0
1,6732,4,5.03412088364187e-09,0,0
1,6733,4,5.03412119689986e-09,0,0
1,6734,4,-1.53800679344082e-09,0,0
1,6735,4,3.14382718991541e-10,0,0
1,6736,4,5.03412089580474e-09,0,0
1,6737,4,5.03412088605501e-09,0,0
1,6738,4,5.03412098187741e-09,0,0
1,6739,4,-3.39917853104052e-08,0,0
1,6740,4,3.14382713321445e-10,0,0
1,6741,4,-3.39917853175839e-08,0,0
1,6742,4,3.1438271340865e-10,0,0
1,6743,4,5.03412088285003e-09,0,0
1,6744,4,5.03412097225524e-09,0,0
1,6745,4,6.28765429259387e-10,0,0
1,6746,4,5.03412098749919e-09,0,0
1,6747,4,3.14382714418734e-10,0,0
1,6748,4,-3.39917854036201e-08,0,0
1,6749,4,5.03412088698398e-09,0,0
1,6750,4,-3.39917853437353e-08,0,0
1,6751,4,5.0341211812325e-09,0,0
1,6752,4,3.14382713445917e-10,0,0
1,6753,4,5.0341217021223e-09,0,0
1,6754,4,3.14382728243367e-10,0,0
1,6755,4,-3.39917851441587e-08,0,0
1,6756,4,5.03412088273497e-09,0,0
1,6757,4,5.03412088273497e-09,0,0
1,6758,4,5.03412088393439e-09,0,0
1,6759,4,3.14382781347698e-10,0,0
1,6760,4,2.13940146915146e-08,0,0
1,6761,4,5.03412170533179e-09,0,0
1,6762,4,3.14382714069063e-10,0,0
1,6763,4,-1.00099529034452e-07,0,0
1,6764,4,5.03412096800773e-09,0,0
1,6765,4,5.03412088955597e-09,0,0
1,6766,4,5.03412093729849e-09,0,0
1,6767,4,5.03412119875221e-09,0,0
1,6768,4,3.1438271311343e-10,0,0
1,6769,4,-3.39917853060283e-08,0,0
1,6770,4,3.1438271317888e-10,0,0
1,6771,4,5.03412089579991e-09,0,0
1,6772,4,5.0341209515533e-09,0,0
1,6773,4,5.03412088477263e-09,0,0
1,6774,4,8.53023503885062e-09,0,0
1,6775,4,5.03412087951652e-09,0,0
1,6776,4,5.03412088399823e-09,0,0
1,6777,4,5.3485036031181e-09,0,0
