newData1,newData2,newData3,newData4,newData5,newData6
1,144,4,5.03412088264299e-09,0,0
1,145,4,3.14382713569589e-10,0,0
1,146,4,1.00682417687394e-08,0,0
1,147,4,3.14382713076976e-10,0,0
1,148,4,5.034120882643e-09,0,0
1,149,4,5.03412088486944e-09,0,0
1,150,4,-3.3991785313761e-08,0,0
1,151,4,3.14382713072534e-10,0,0
1,152,4,3.14382713261869e-10,0,0
1,153,4,5.03412088738747e-09,0,0
1,154,4,5.03412089687191e-09,0,0
1,155,4,5.034120882643e-09,0,0
1,156,4,5.03412088282365e-09,0,0
1,157,4,3.143827129256e-10,0,0
1,158,4,3.14382712916225e-10,0,0
1,159,4,5.03412088796711e-09,0,0
1,160,4,-1.53800679353705e-09,0,0
1,161,4,5.03412088394257e-09,0,0
1,162,4,-3.39917853139052e-08,0,0
1,163,4,5.03412088263777e-09,0,0
1,164,4,5.03412088263407e-09,0,0
1,165,4,3.14382713231917e-10,0,0
1,166,4,3.14382713180351e-10,0,0
1,167,4,3.14382713072534e-10,0,0
1,168,4,1.00682417686932e-08,0,0
1,169,4,3.14382713101644e-10,0,0
1,170,4,-3.39917853138139e-08,0,0
1,171,4,5.03412088264299e-09,0,0
1,172,4,3.1438271307229e-10,0,0
1,173,4,5.03412087923097e-09,0,0
1,174,4,3.1438271921598e-10,0,0
1,175,4,3.14382713072395e-10,0,0
1,176,4,5.03412088322382e-09,0,0
1,177,4,3.14382713174739e-10,0,0
1,178,4,5.03412088564384e-09,0,0
1,179,4,5.03412088370783e-09,0,0
1,180,4,3.14382712906849e-10,0,0
1,181,4,-3.39917853138139e-08,0,0
1,182,4,3.14382713330358e-10,0,0
1,183,4,3.143827137634e-10,0,0
1,184,4,5.34850359904238e-09,0,0
1,185,4,5.03412096742404e-09,0,0
1,186,4,5.03412088605501e-09,0,0
1,187,4,5.0341209100271e-09,0,0
1,188,4,5.03412090156344e-09,0,0
1,189,4,3.14382713072534e-10,0,0
1,190,4,3.14382713072534e-10,0,0
1,191,4,5.03412097055937e-09,0,0
1,192,4,3.14382713137639e-10,0,0
1,193,4,-3.39917853137863e-08,0,0
1,194,4,3.14382713072119e-10,0,0
1,195,4,5.03412088375907e-09,0,0
1,196,4,5.0341208896581e-09,0,0
1,197,4,3.14382713072534e-10,0,0
1,198,4,3.14382713238218e-10,0,0
1,199,4,-1.53800679353967e-09,0,0
1,200,4,-3.36774025997224e-08,0,0
1,201,4,3.14382713124099e-10,0,0
1,202,4,3.14382712906849e-10,0,0
1,203,4,-1.53800679353831e-09,0,0
1,204,4,3.14382713236348e-10,0,0
1,205,4,5.03412096502366e-09,0,0
1,206,4,3.14382713403904e-10,0,0
1,207,4,5.03412088332177e-09,0,0
1,208,4,3.14382714757567e-10,0,0
1,209,4,3.14382713135571e-10,0,0
1,210,4,3.14382713072534e-10,0,0
1,211,4,5.03412087981178e-09,0,0
1,212,4,5.03412088332095e-09,0,0
1,213,4,3.14382713232047e-10,0,0
1,214,4,6.28765426310526e-10,0,0
1,215,4,3.1438271399069e-10,0,0
1,216,4,5.0341208827398e-09,0,0
1,217,4,3.14382717341787e-10,0,0
1,218,4,5.03412088283553e-09,0,0
1,219,4,3.14382713072533e-10,0,0
1,220,4,5.0341208827398e-09,0,0
1,221,4,5.03412088255179e-09,0,0
1,222,4,3.14382713136603e-10,0,0
1,223,4,3.14382713126585e-10,0,0
1,224,4,-3.39917853140907e-08,0,0
1,225,4,3.14382712916225e-10,0,0
1,226,4,5.03412088486303e-09,0,0
1,227,4,3.14382714402298e-10,0,0
1,228,4,5.03412088934858e-09,0,0
1,229,4,5.03412089110743e-09,0,0
1,230,4,5.034120882643e-09,0,0
1,231,4,3.14382717190015e-10,0,0
1,232,4,3.14382713077221e-10,0,0
1,233,4,5.034120882643e-09,0,0
1,234,4,5.03412089034218e-09,0,0
1,235,4,-1.53800679353967e-09,0,0
1,236,4,0.000186370199833917,0,0
1,237,4,1.0068241768698e-08,0,0
1,238,4,2.10796317781684e-08,0,0
1,239,4,3.14382713735275e-10,0,0
1,240,4,1.00682417829975e-08,0,0
1,241,4,3.14382713072534e-10,0,0
1,242,4,5.0341208963879e-09,0,0
1,243,4,3.1438271694164e-10,0,0
1,244,4,5.03412088789697e-09,0,0
1,245,4,5.03412097836811e-09,0,0
1,246,4,5.0341208859103e-09,0,0
1,247,4,3.14382713217852e-10,0,0
1,248,4,5.03412088273498e-09,0,0
1,249,4,-1.53800679355304e-09,0,0
1,250,4,5.03412089079948e-09,0,0
1,251,4,5.03412087931809e-09,0,0
1,252,4,3.14382713105368e-10,0,0
1,253,4,5.03412098738506e-09,0,0
1,254,4,5.03412088339499e-09,0,0
1,255,4,3.14382713395968e-10,0,0
1,256,4,3.14382713077221e-10,0,0
1,257,4,5.034120882643e-09,0,0
1,258,4,3.14382713068254e-10,0,0
1,259,4,3.14382713397714e-10,0,0
1,260,4,3.14382713327417e-10,0,0
1,261,4,5.03412091676285e-09,0,0
1,262,4,3.14382717072353e-10,0,0
1,263,4,3.14382713161732e-10,0,0
1,264,4,3.14382712934975e-10,0,0
1,265,4,5.03412091811324e-09,0,0
1,266,4,3.14382713077221e-10,0,0
1,267,4,5.34850360103821e-09,0,0
1,268,4,3.14382713081862e-10,0,0
1,269,4,3.14382713110036e-10,0,0
1,270,4,5.034120882643e-09,0,0
1,271,4,5.03412088796133e-09,0,0
1,272,4,-1.53800679353967e-09,0,0
1,273,4,3.1438271348335e-10,0,0
1,274,4,5.03412089845732e-09,0,0
1,275,4,5.03412089760904e-09,0,0
1,276,4,3.14382712934809e-10,0,0
1,277,4,3.14382713413279e-10,0,0
1,278,4,-3.39917853139059e-08,0,0
1,279,4,5.03412088277249e-09,0,0
1,280,4,5.03412088019932e-09,0,0
1,281,4,3.14382713330358e-10,0,0
1,282,4,5.03412088583914e-09,0,0
1,283,4,3.14382713180055e-10,0,0
1,284,4,3.14382713261658e-10,0,0
1,285,4,3.14382713445468e-10,0,0
1,286,4,5.03412091524655e-09,0,0
1,287,4,1.00682417723944e-08,0,0
1,288,4,5.34850362494407e-09,0,0
1,289,4,3.14382712911082e-10,0,0
1,290,4,5.03412090652717e-09,0,0
1,291,4,3.14382713108495e-10,0,0
1,292,4,5.03412092150772e-09,0,0
1,293,4,3.14382713072534e-10,0,0
1,294,4,3.14382717720849e-10,0,0
1,295,4,-3.39917853138127e-08,0,0
1,296,4,1.00682417757834e-08,0,0
1,297,4,1.00682417749086e-08,0,0
1,298,4,5.03412088934102e-09,0,0
1,299,4,5.03412088733988e-09,0,0
1,300,4,3.14382712906843e-10,0,0
1,301,4,3.14382718157943e-10,0,0
1,302,4,5.03412089364124e-09,0,0
1,303,4,-3.39917853138174e-08,0,0
1,304,4,1.51023626524866e-08,0,0
1,305,4,5.03412098742916e-09,0,0
1,306,4,3.14382712906849e-10,0,0
1,307,4,5.03412088398617e-09,0,0
1,308,4,5.03412091081043e-09,0,0
1,309,4,-1.53800679353961e-09,0,0
1,310,4,5.03412088292857e-09,0,0
1,311,4,3.14382712953742e-10,0,0
1,312,4,3.14382713072534e-10,0,0
1,313,4,-3.39917853146794e-08,0,0
1,314,4,3.14382713230301e-10,0,0
1,315,4,3.14382713238218e-10,0,0
1,316,4,5.03412088464074e-09,0,0
1,317,4,-1.53800679354411e-09,0,0
1,318,4,3.14382713408346e-10,0,0
1,319,4,5.03412098660861e-09,0,0
1,320,4,-3.39917853142203e-08,0,0
1,321,4,5.03412088788084e-09,0,0
1,322,4,0.000186370199847456,0,1
1,323,4,3.14382713072534e-10,0,0
1,324,4,5.03412088514777e-09,0,0
1,325,4,5.03412097477746e-09,0,0
1,326,4,2.04508663352645e-08,0,0
1,327,4,5.03412099167733e-09,0,0
1,328,4,5.03412090310274e-09,0,0
1,329,4,5.03412089079055e-09,0,0
1,330,4,-2.89576644304544e-08,0,0
1,331,4,5.03412099169759e-09,0,0
1,332,4,5.03412088589455e-09,0,0
1,333,4,3.14382713739962e-10,0,0
1,334,4,5.03412088302302e-09,0,0
1,335,4,3.14382714729367e-10,0,0
1,336,4,1.00682417735651e-08,0,0
1,337,4,3.14382713467973e-10,0,0
1,338,4,-3.39917853138595e-08,0,0
1,339,4,0.000186370199839918,0,1
1,340,4,5.03412088273498e-09,0,0
1,341,4,1.03826244825372e-08,0,0
1,342,4,5.66288631386874e-09,0,0
1,343,4,5.03412090652717e-09,0,0
1,344,4,5.0341209787729e-09,0,0
1,345,4,3.14382714959139e-10,0,0
1,346,4,3.14382713330085e-10,0,0
1,347,4,3.1438271465509e-10,0,0
1,348,4,5.0341208870872e-09,0,0
1,349,4,1.51023626959058e-08,0,0
1,350,4,-1.53800679355842e-09,0,0
1,351,4,5.0341209030979e-09,0,0
1,352,4,3.14382713330089e-10,0,0
1,353,4,3.143827137634e-10,0,0
1,354,4,3.14382714794768e-10,0,0
1,355,4,3.14382713521004e-10,0,0
1,356,4,5.034120882643e-09,0,0
1,357,4,3.14382713256424e-10,0,0
1,358,4,3.14382713072534e-10,0,0
1,359,4,5.03412088399299e-09,0,0
1,360,4,5.03412088257429e-09,0,0
1,361,4,5.03412088283659e-09,0,0
1,362,4,5.034120910036e-09,0,0
1,363,4,5.0341209867054e-09,0,0
1,364,4,3.1438271308637e-10,0,0
1,365,4,5.03412089021747e-09,0,0
1,366,4,3.14382713078906e-10,0,0
1,367,4,5.03412088330822e-09,0,0
1,368,4,5.0341208901203e-09,0,0
1,369,4,5.03412098751739e-09,0,0
1,370,4,3.14382714066104e-10,0,0
1,371,4,5.03412088562604e-09,0,0
1,372,4,5.66288632657985e-09,0,0
1,373,4,-1.53800679355492e-09,0,0
1,374,4,5.34850360218157e-09,0,0
1,375,4,5.66288635756477e-09,0,0
1,376,4,5.03412089191935e-09,0,0
1,377,4,3.14382713573529e-10,0,0
1,378,4,3.14382713109847e-10,0,0
1,379,4,3.14382713136603e-10,0,0
1,380,4,5.03412089970312e-09,0,0
1,381,4,5.03412090026256e-09,0,0
1,382,4,1.03826244786781e-08,0,0
1,383,4,3.14382713081891e-10,0,0
1,384,4,5.03412088361101e-09,0,0
1,385,4,1.00682417726314e-08,0,0
1,386,4,5.03412088328807e-09,0,0
1,387,4,5.0341208837452e-09,0,0
1,388,4,5.03412088428338e-09,0,0
1,389,4,5.034120882643e-09,0,0
1,390,4,3.14382713275794e-10,0,0
1,391,4,3.14382714491599e-10,0,0
1,392,4,-3.39917853138252e-08,0,0
1,393,4,3.14382713081357e-10,0,0
1,394,4,3.14382713606548e-10,0,0
1,395,4,5.03412088796184e-09,0,0
1,396,4,3.14382713397356e-10,0,0
1,397,4,5.03412087923097e-09,0,0
1,398,4,3.14382713072534e-10,0,0
1,399,4,3.14382717546636e-10,0,0
1,400,4,5.03412090652717e-09,0,0
1,401,4,-1.53800679353983e-09,0,0
1,402,4,5.03412098689101e-09,0,0
1,403,4,5.34850359611735e-09,0,0
1,404,4,5.03412090301154e-09,0,0
1,405,4,-1.53800679354187e-09,0,0
1,406,4,3.14382713326309e-10,0,0
1,407,4,5.03412090652717e-09,0,0
1,408,4,3.14382713122767e-10,0,0
1,409,4,3.14382713072534e-10,0,0
1,410,4,3.14382714440204e-10,0,0
1,411,4,5.34850359577023e-09,0,0
1,412,4,5.034120941352e-09,0,0
1,413,4,5.03412089551171e-09,0,0
1,414,4,-3.39917853137691e-08,0,0
1,415,4,3.14382714232329e-10,0,0
1,416,4,3.14382712916224e-10,0,0
1,417,4,1.00682417694893e-08,0,0
1,418,4,3.1438271313762e-10,0,0
1,419,4,5.034120882643e-09,0,0
1,420,4,5.03412088271152e-09,0,0
1,421,4,3.14382713100809e-10,0,0
1,422,4,5.34850361480498e-09,0,0
1,423,4,5.03412088263777e-09,0,0
1,424,4,5.03412088487715e-09,0,0
1,425,4,3.14382718366857e-10,0,0
1,426,4,5.034120883162e-09,0,0
1,427,4,3.14382713069332e-10,0,0
1,428,4,8.53023499568548e-09,0,0
1,429,4,5.0341209874527e-09,0,0
1,430,4,3.14382718121262e-10,0,0
1,431,4,-3.39917853137263e-08,0,0
1,432,4,3.14382713057421e-10,0,0
1,433,4,3.14382713125908e-10,0,0
1,434,4,3.14382713230182e-10,0,0
1,435,4,5.03412089970311e-09,0,0
1,436,4,3.1438271774083e-10,0,0
1,437,4,3.14382712906849e-10,0,0
1,438,4,5.03412089009085e-09,0,0
1,439,4,5.03412088605501e-09,0,0
1,440,4,5.0341208826426e-09,0,0
1,441,4,5.03412088370783e-09,0,0
1,442,4,5.34850359922448e-09,0,0
1,443,4,-3.39917853137228e-08,0,0
1,444,4,5.034120887934e-09,0,0
1,445,4,-3.39917853138211e-08,0,0
1,446,4,3.14382718160013e-10,0,0
1,447,4,5.34850359242537e-09,0,0
1,448,4,3.14382713072532e-10,0,0
1,449,4,5.03412090652717e-09,0,0
1,450,4,3.1438271343985e-10,0,0
1,451,4,3.14382713072534e-10,0,0
1,452,4,5.03412088487713e-09,0,0
1,453,4,1.0068241768865e-08,0,0
1,454,4,5.03412090301154e-09,0,0
1,455,4,5.348503598071e-09,0,0
1,456,4,5.34850359571515e-09,0,0
1,457,4,3.14382714065877e-10,0,0
1,458,4,5.0341208832821e-09,0,0
1,459,4,5.03412089970311e-09,0,0
1,460,4,-1.5380067935375e-09,0,0
1,461,4,3.14382713081909e-10,0,0
1,462,4,3.14382714402702e-10,0,0
1,463,4,-2.86432816758698e-08,0,0
1,464,4,3.14382713900959e-10,0,0
1,465,4,3.14382713697611e-10,0,0
1,466,4,3.14382713072534e-10,0,0
1,467,4,3.14382713467557e-10,0,0
1,468,4,3.14382714061823e-10,0,0
1,469,4,3.14382713072533e-10,0,0
1,470,4,1.25753085924572e-09,0,0
1,471,4,3.14382713114675e-10,0,0
1,472,4,5.03412090652717e-09,0,0
1,473,4,-2.89576643910632e-08,0,0
1,474,4,3.14382713329938e-10,0,0
1,475,4,5.03412097771121e-09,0,0
1,476,4,3.14382713435085e-10,0,0
1,477,4,-3.39917853137228e-08,0,0
1,478,4,3.14382713522868e-10,0,0
1,479,4,3.14382713090956e-10,0,0
1,480,4,3.14382713119411e-10,0,0
1,481,4,3.14382713408591e-10,0,0
1,482,4,-3.39917853137228e-08,0,0
1,483,4,3.14382714872834e-10,0,0
1,484,4,5.03412090021124e-09,0,0
1,485,4,5.03412088068301e-09,0,0
1,486,4,5.03412092400881e-09,0,0
1,487,4,-3.39917853141328e-08,0,0
1,488,4,3.14382713137918e-10,0,0
1,489,4,-3.39917853137815e-08,0,0
1,490,4,3.1438271321745e-10,0,0
1,491,4,3.14382718165309e-10,0,0
1,492,4,5.34850360298084e-09,0,0
1,493,4,3.14382713104771e-10,0,0
1,494,4,3.1438271307229e-10,0,0
1,495,4,5.03412090368669e-09,0,0
1,496,4,6.2876542730955e-10,0,0
1,497,4,3.14382713072533e-10,0,0
1,498,4,5.03412090302394e-09,0,0
1,499,4,3.14382713103913e-10,0,0
1,500,4,3.14382714232329e-10,0,0
1,501,4,5.03412092441805e-09,0,0
1,502,4,5.03412088369854e-09,0,0
1,503,4,5.03412088331387e-09,0,0
1,504,4,3.14382713900959e-10,0,0
1,505,4,5.0341208839821e-09,0,0
1,506,4,5.0341208834174e-09,0,0
1,507,4,1.00682417704502e-08,0,0
1,508,4,5.03412088269167e-09,0,0
1,509,4,5.03412088399038e-09,0,0
1,510,4,5.03412092357747e-09,0,0
1,511,4,-1.53800679353543e-09,0,0
1,512,4,-1.88894226236215e-08,0,0
1,513,4,5.03412088790973e-09,0,0
1,514,4,3.14382712906848e-10,0,0
1,515,4,3.14382713072534e-10,0,0
1,516,4,3.14382713238217e-10,0,0
1,517,4,5.34850363343361e-09,0,0
1,518,4,3.14382713270788e-10,0,0
1,519,4,-1.5380067935402e-09,0,0
1,520,4,5.03412091619785e-09,0,0
1,521,4,5.03412088615583e-09,0,0
1,522,4,3.1438271307229e-10,0,0
1,523,4,5.03412092356948e-09,0,0
1,524,4,3.14382713444965e-10,0,0
1,525,4,3.14382713075973e-10,0,0
1,526,4,5.0341208860987e-09,0,0
1,527,4,3.14382713239616e-10,0,0
1,528,4,5.0341209686569e-09,0,0
1,529,4,3.14382713077221e-10,0,0
1,530,4,-3.39917853198069e-08,0,0
1,531,4,5.03412092377199e-09,0,0
1,532,4,2.51706045069544e-08,0,0
1,533,4,3.14382713330113e-10,0,0
1,534,4,5.3485036538041e-09,0,0
1,535,4,5.03412088963783e-09,0,0
1,536,4,5.03412090052741e-09,0,0
1,537,4,3.14382715923768e-10,0,0
1,538,4,5.03412099170546e-09,0,0
1,539,4,5.034120882643e-09,0,0
1,540,4,3.14382713109744e-10,0,0
1,541,4,-1.53800679353527e-09,0,0
1,542,4,3.14382713925775e-10,0,0
1,543,4,3.14382718134955e-10,0,0
1,544,4,1.0068241769409e-08,0,0
1,545,4,5.034120882643e-09,0,0
1,546,4,5.03412090301154e-09,0,0
1,547,4,3.14382713358484e-10,0,0
1,548,4,1.00682417712944e-08,0,0
1,549,4,5.03412088250937e-09,0,0
1,550,4,5.03412088796711e-09,0,0
1,551,4,5.03412088279842e-09,0,0
1,552,4,5.03412088292813e-09,0,0
1,553,4,5.03412089994729e-09,0,0
1,554,4,5.03412089629111e-09,0,0
1,555,4,5.03412088881565e-09,0,0
1,556,4,5.0341208808766e-09,0,0
1,557,4,5.03412088954574e-09,0,0
1,558,4,5.03412088398696e-09,0,0
1,559,4,-5.79153288577956e-08,0,0
1,560,4,5.03412089789746e-09,0,0
1,561,4,5.03412097960275e-09,0,0
1,562,4,5.03412088605501e-09,0,0
1,563,4,5.03412090302352e-09,0,0
1,564,4,3.14382713328882e-10,0,0
1,565,4,5.03412097828101e-09,0,0
1,566,4,3.14382713900959e-10,0,0
1,567,4,3.14382713072517e-10,0,0
1,568,4,5.03412088264296e-09,0,0
1,569,4,5.03412092492003e-09,0,0
1,570,4,3.1438271315198e-10,0,0
1,571,4,5.03412089720445e-09,0,0
1,572,4,3.14382713434324e-10,0,0
1,573,4,3.14382718162235e-10,0,0
1,574,4,3.14382713103553e-10,0,0
1,575,4,-1.53800679354e-09,0,0
1,576,4,3.14382714232329e-10,0,0
1,577,4,5.03412088262102e-09,0,0
1,578,4,5.34850361513718e-09,0,0
1,579,4,5.03412099156842e-09,0,0
1,580,4,3.14382713238218e-10,0,0
1,581,4,3.14382713137805e-10,0,0
1,582,4,3.14382714061823e-10,0,0
1,583,4,3.14382714062364e-10,0,0
1,584,4,-3.39917853138585e-08,0,0
1,585,4,5.0341208854047e-09,0,0
1,586,4,5.03412088708851e-09,0,0
1,587,4,5.03412088765361e-09,0,0
1,588,4,3.14382713124099e-10,0,0
1,589,4,3.1438271309796e-10,0,0
1,590,4,5.03412089779834e-09,0,0
1,591,4,5.03412088273977e-09,0,0
1,592,4,-3.39917853142148e-08,0,0
1,593,4,5.03412088678205e-09,0,0
1,594,4,5.0341208851433e-09,0,0
1,595,4,6.28765428155463e-10,0,0
1,596,4,3.14382712977165e-10,0,0
1,597,4,3.14382713074517e-10,0,0
1,598,4,3.14382714232329e-10,0,0
1,599,4,3.14382713358239e-10,0,0
1,600,4,-1.22362407960949e-09,0,0
1,601,4,5.03412090652717e-09,0,0
1,602,4,3.14382713123679e-10,0,0
1,603,4,3.14382714061823e-10,0,0
1,604,4,1.00682417642487e-08,0,0
1,605,4,5.34850360942902e-09,0,0
1,606,4,5.03412091972134e-09,0,0
1,607,4,5.03412088303262e-09,0,0
1,608,4,3.14382713074972e-10,0,0
1,609,4,3.1438271506031e-10,0,0
1,610,4,-1.53800679353808e-09,0,0
1,611,4,5.03412088077842e-09,0,0
1,612,4,-3.39917853198009e-08,0,0
1,613,4,5.03412098852881e-09,0,0
1,614,4,-1.53800679353692e-09,0,0
1,615,4,3.14382713180725e-10,0,0
1,616,4,1.00682417971931e-08,0,0
1,617,4,3.14382713180707e-10,0,0
1,618,4,8.53023497637311e-09,0,0
1,619,4,-1.53800679353527e-09,0,0
1,620,4,5.03412095932502e-09,0,0
1,621,4,3.14382715081286e-10,0,0
1,622,4,3.14382714703256e-10,0,0
1,623,4,5.03412089434154e-09,0,0
1,624,4,3.14382713238218e-10,0,0
1,625,4,5.03412088267491e-09,0,0
1,626,4,5.03412087922614e-09,0,0
1,627,4,-3.36774026026584e-08,0,0
1,628,4,5.03412110595993e-09,0,0
1,629,4,3.14382714094351e-10,0,0
1,630,4,-1.22362408035454e-09,0,0
1,631,4,5.03412092278174e-09,0,0
1,632,4,3.1438271510047e-10,0,0
1,633,4,3.14382713180724e-10,0,0
1,634,4,5.034120900683e-09,0,0
1,635,4,3.14382713327691e-10,0,0
1,636,4,5.03412088263816e-09,0,0
1,637,4,3.14382713242681e-10,0,0
1,638,4,-1.53800679353527e-09,0,0
1,639,4,5.66288630895771e-09,0,0
1,640,4,3.14382715125387e-10,0,0
1,641,4,3.14382714062345e-10,0,0
1,642,4,3.14382715060352e-10,0,0
1,643,4,5.03412092116337e-09,0,0
1,644,4,3.14382714232329e-10,0,0
1,645,4,5.34850359771288e-09,0,0
1,646,4,3.14382713900959e-10,0,0
1,647,4,3.14382713072534e-10,0,0
1,648,4,3.1438271340777e-10,0,0
1,649,4,3.14382713080123e-10,0,0
1,650,4,-1.22362407880604e-09,0,0
1,651,4,-3.39917853139996e-08,0,0
1,652,4,3.14382713735275e-10,0,0
1,653,4,5.03412089023857e-09,0,0
1,654,4,3.14382713240506e-10,0,0
1,655,4,5.03412089451573e-09,0,0
1,656,4,5.03412088192207e-09,0,0
1,657,4,3.14382713110035e-10,0,0
1,658,4,5.03412088898133e-09,0,0
1,659,4,8.53023504081595e-09,0,0
1,660,4,-3.39917853157187e-08,0,0
1,661,4,3.14382713923492e-10,0,0
1,662,4,3.14382713074105e-10,0,0
